,Numero_de_Productos_Ordenados,ID,Lista_de_Volumenes_de_Productos,Volumen_Total
1579,1,[34369],[0.011231],0.011231
1580,1,[1306],[0.05145],0.05145
1581,1,[34560],[0.001617],0.001617
1582,1,[34696],[0.000322],0.000322
1583,1,[34649],[0.0008],0.0008
1584,1,[979],[0.13395791],0.13395791
1585,1,[17841],[0.62437233],0.62437233
1586,1,[47212],[0.001826],0.001826
1587,1,[34818],[0.00383189],0.00383189
1588,1,[34116],[0.001125],0.001125
1589,1,[17737],[0.018925],0.018925
1590,2,"[17427, 17155]","[0.0321, 0.001]",0.0331
1591,1,[20752],[0.30705],0.30705
1592,1,[17272],[0.384],0.384
1593,3,"[20535, 17678, 37852]","[0.00214414, 0.0009568, 0.0791]",0.08220094
1594,1,[41642],[0.0001],0.0001
1595,1,[17140],[6.135e-05],6.135e-05
1596,1,[16246],[0.01653],0.01653
1597,1,[24333],[1.46035],1.46035
1598,1,[34274],[0.031977],0.031977
1599,15,"[398, 45289, 36166, 18535, 39599, 3050, 35967, 39645, 37945, 29361, 41643, 46049, 37051, 34266, 35693]","[6e-06, 7.31e-06, 0.001, 0.006904, 0.0035606, 0.014321, 0.0009568, 0.00108, 0.0009568, 0.0070502, 0.0768, 0.00011827, 0.141674, 0.24861992, 0.384]",0.8870549
1600,1,[17257],[0.001125],0.001125
1601,1,[37473],[0.0009568],0.0009568
1602,1,[48006],[0.000611],0.000611
1603,1,[37526],[0.02331],0.02331
1604,1,[23913],[0.48],0.48
1605,1,[39507],[0.18921641],0.18921641
1606,1,[34718],[0.002775],0.002775
1607,2,"[20264, 45258]","[0.0009568, 0.0001]",0.0010567999999999999
1608,1,[34387],[0.00434296],0.00434296
1609,2,"[34438, 17439]","[0.000611, 0.020912]",0.021523
1610,1,[34465],[0.05936],0.05936
1611,1,[34483],[0.09],0.09
1612,2,"[34798, 18189]","[0.526842, 0.0009539]",0.5277959
1613,1,[20729],[0.006222],0.006222
1614,2,"[47659, 34387]","[0.001, 0.00434296]",0.00534296
1615,1,[20752],[0.30705],0.30705
1616,1,[17515],[0.0001],0.0001
1617,1,[43071],[0.001125],0.001125
1618,1,[41591],[0.56],0.56
1619,1,[48229],[0.00036575],0.00036575
1620,1,[40455],[0.0001],0.0001
1621,1,[34038],[0.04],0.04
1622,1,[23933],[0.03121867],0.03121867
1623,1,[43450],[1.276e-05],1.276e-05
1624,1,[34572],[0.0026887],0.0026887
1625,1,[18751],[2.5891],2.5891
1626,1,[24459],[0.06],0.06
1627,1,[17704],[0.0009568],0.0009568
1628,1,[17841],[0.62437233],0.62437233
1629,1,[37467],[0.241743],0.241743
1630,1,[42998],[0.001125],0.001125
1631,1,[15196],[0.01319738],0.01319738
1632,1,[30222],[0.028782],0.028782
1633,1,[47297],[0.0144],0.0144
1634,1,[30213],[0.071824],0.071824
1635,1,[35318],[0.081744],0.081744
1636,1,[16922],[0.013735],0.013735
1637,1,[47072],[0.44],0.44
1638,1,[2068],[0.0009958],0.0009958
1639,1,[19956],[3e-05],3e-05
1640,1,[35030],[0.028782],0.028782
1641,1,[34559],[0.00093183],0.00093183
1642,1,[48229],[0.00036575],0.00036575
1643,1,[17238],[0.003157],0.003157
1644,1,[20575],[0.3025],0.3025
1645,1,[41703],[0.0009568],0.0009568
1646,1,[34324],[0.00108],0.00108
1647,1,[39545],[6.135e-05],6.135e-05
1648,1,[39320],[0.000704],0.000704
1649,1,[39660],[0.001],0.001
1650,1,[23622],[0.001376],0.001376
1651,1,[35265],[0.05],0.05
1652,1,[34109],[0.0035606],0.0035606
1653,1,[34116],[0.001125],0.001125
1654,1,[20672],[0.014321],0.014321
1655,1,[11512],[3.4e-05],3.4e-05
1656,1,[39599],[0.0035606],0.0035606
1657,1,[34415],[0.028782],0.028782
1658,1,[17708],[0.0692],0.0692
1659,1,[24148],[0.0035606],0.0035606
1660,1,[35302],[0.000605],0.000605
1661,1,[20750],[0.00066681],0.00066681
1662,2,"[35096, 37407]","[0.0035158, 0.00016]",0.0036758
1663,1,[41372],[0.00345244],0.00345244
1664,1,[23681],[0.163],0.163
1665,1,[37584],[1.555],1.555
1666,1,[35318],[0.081744],0.081744
1667,1,[48113],[0.00068303],0.00068303
1668,1,[35298],[0.006],0.006
1669,1,[41825],[0.0009568],0.0009568
1670,1,[18267],[0.013735],0.013735
1671,1,[38993],[0.001125],0.001125
1672,1,[35141],[0.05936],0.05936
1673,1,[17206],[0.02987],0.02987
1674,1,[19956],[3e-05],3e-05
1675,1,[23624],[0.103],0.103
1676,1,[47117],[0.00362],0.00362
1677,1,[2611],[0.00037816],0.00037816
1678,1,[19982],[0.0263],0.0263
1679,2,"[34112, 34119]","[0.00056, 0.0263]",0.026860000000000002
1680,1,[40499],[1.31363152],1.31363152
1681,1,[4123],[0.055245],0.055245
1682,1,[17183],[0.000166],0.000166
1683,1,[8378],[0.0009958],0.0009958
1684,1,[30222],[0.028782],0.028782
1685,1,[16947],[0.7637],0.7637
1686,1,[34068],[5.08e-06],5.08e-06
1687,1,[34560],[0.001617],0.001617
1688,1,[17154],[0.00015121],0.00015121
1689,1,[17482],[0.178748],0.178748
1690,1,[35401],[0.001],0.001
1691,2,"[37452, 41647]","[0.074915, 0.0010862]",0.07600119999999999
1692,1,[39539],[0.0009568],0.0009568
1693,1,[34369],[0.011231],0.011231
1694,1,[670],[0.001081],0.001081
1695,1,[2100],[0.00011827],0.00011827
1696,1,[48022],[0.39166253],0.39166253
1697,1,[40138],[0.006222],0.006222
1698,1,[34415],[0.028782],0.028782
1699,1,[48220],[0.001],0.001
1700,1,[34090],[0.013735],0.013735
1701,1,[17358],[0.0001],0.0001
1702,1,[15590],[3.79e-06],3.79e-06
1703,1,[34568],[0.54717],0.54717
1704,1,[48220],[0.001],0.001
1705,1,[20316],[0.001125],0.001125
1706,1,[2093],[0.08764034],0.08764034
1707,1,[23675],[0.0009568],0.0009568
1708,1,[23259],[0.21735],0.21735
1709,1,[17508],[0.008312],0.008312
1710,1,[2116],[0.001125],0.001125
1711,1,[34425],[0.0009958],0.0009958
1712,1,[50127],[0.0009568],0.0009568
1713,1,[47786],[0.0590337],0.0590337
1714,1,[17527],[0.00093183],0.00093183
1715,1,[47599],[0.0009568],0.0009568
1716,1,[39504],[0.003365],0.003365
1717,1,[2461],[7.423e-05],7.423e-05
1718,1,[37188],[0.01],0.01
1719,1,[20420],[0.537464],0.537464
1720,1,[17435],[0.0001],0.0001
1721,1,[34043],[0.066485],0.066485
1722,1,[37153],[9e-06],9e-06
1723,1,[24375],[0.000298],0.000298
1724,1,[44905],[0.00053478],0.00053478
1725,1,[30085],[0.00052],0.00052
1726,1,[17783],[2.414e-05],2.414e-05
1727,1,[35395],[0.000852],0.000852
1728,1,[34182],[0.0002],0.0002
1729,1,[19809],[0.00642],0.00642
1730,1,[47678],[0.08006072],0.08006072
1731,1,[13914],[0.027193],0.027193
1732,1,[17369],[0.001125],0.001125
1733,1,[51045],[0.050449],0.050449
1734,1,[19327],[0.001235],0.001235
1735,1,[20244],[0.00371],0.00371
1736,1,[23946],[0.00056],0.00056
1737,1,[38019],[0.02298751],0.02298751
1738,1,[24467],[0.0001],0.0001
1739,1,[24371],[0.001],0.001
1740,1,[11937],[0.0009539],0.0009539
1741,1,[17835],[3.79e-06],3.79e-06
1742,1,[19668],[0.025238],0.025238
1743,1,[37945],[0.0009568],0.0009568
1744,1,[4723],[0.0009568],0.0009568
1745,2,"[17439, 23259]","[0.020912, 0.21735]",0.23826199999999997
1746,1,[37786],[0.003434],0.003434
1747,1,[34324],[0.00108],0.00108
1748,1,[17145],[0.001],0.001
1749,1,[14511],[0.00094812],0.00094812
1750,1,[3357],[0.03232226],0.03232226
1751,1,[37717],[0.00054033],0.00054033
1752,1,[24333],[1.46035],1.46035
1753,1,[17128],[0.00035347],0.00035347
1754,1,[39534],[0.0009568],0.0009568
1755,1,[45163],[0.0009568],0.0009568
1756,1,[43758],[0.00056],0.00056
1757,1,[17155],[0.001],0.001
1758,1,[1233],[0.526842],0.526842
1759,1,[33562],[0.006755],0.006755
1760,1,[41643],[0.0768],0.0768
1761,1,[34436],[0.217191],0.217191
1762,1,[43735],[0.18921641],0.18921641
1763,1,[16270],[0.003017],0.003017
1764,1,[14263],[0.001254],0.001254
1765,1,[3053],[0.00992],0.00992
1766,1,[17808],[0.103],0.103
1767,1,[17377],[0.008],0.008
1768,1,[35276],[0.535008],0.535008
1769,1,[24415],[0.070148],0.070148
1770,1,[17439],[0.020912],0.020912
1771,1,[45147],[0.05936],0.05936
1772,1,[17243],[0.0012],0.0012
1773,1,[20268],[0.000149],0.000149
1774,1,[34433],[0.027193],0.027193
1775,1,[24333],[1.46035],1.46035
1776,1,[48022],[0.39166253],0.39166253
1777,1,[34696],[0.000322],0.000322
1778,1,[34382],[1.6],1.6
1779,1,[23292],[0.00642],0.00642
1780,2,"[43777, 29863]","[0.54216475, 0.001]",0.54316475
1781,1,[35264],[0.0009568],0.0009568
1782,1,[33929],[0.118],0.118
1783,2,"[33352, 47654]","[0.16, 0.03312]",0.19312
1784,1,[47810],[0.0009568],0.0009568
1785,1,[34112],[0.00056],0.00056
1786,1,[17186],[0.39698326],0.39698326
1787,1,[8366],[0.001],0.001
1788,1,[37949],[0.0009568],0.0009568
1789,1,[18368],[0.0035158],0.0035158
1790,1,[20639],[0.05],0.05
1791,1,[4129],[0.001125],0.001125
1792,1,[35199],[0.00053854],0.00053854
1793,1,[35764],[0.037585],0.037585
1794,1,[37582],[0.02145],0.02145
1795,1,[19956],[3e-05],3e-05
1796,1,[2745],[0.223125],0.223125
1797,1,[35440],[0.001],0.001
1798,1,[40008],[0.001],0.001
1799,1,[20634],[0.00712],0.00712
1800,1,[17887],[0.0009568],0.0009568
1801,1,[35096],[0.0035158],0.0035158
1802,1,[34371],[0.013735],0.013735
1803,1,[23624],[0.103],0.103
1804,1,[34324],[0.00108],0.00108
1805,1,[46748],[0.053006],0.053006
1806,1,[47755],[0.000121],0.000121
1807,1,[42877],[0.00094812],0.00094812
1808,1,[46817],[0.04576],0.04576
1809,1,[4723],[0.0009568],0.0009568
1810,1,[17244],[0.011129],0.011129
1811,1,[34742],[0.006729],0.006729
1812,1,[19313],[2.81e-05],2.81e-05
1813,1,[18296],[0.02298751],0.02298751
1814,1,[52910],[0.004511],0.004511
1815,1,[19520],[0.011231],0.011231
1816,1,[35116],[1.17908956],1.17908956
1817,1,[17387],[0.0001],0.0001
1818,1,[24275],[4e-06],4e-06
1819,1,[34112],[0.00056],0.00056
1820,1,[20361],[0.08],0.08
1821,1,[17461],[0.0072],0.0072
1822,1,[34742],[0.006729],0.006729
1823,1,[23343],[0.0009568],0.0009568
1824,1,[34115],[0.000988],0.000988
1825,1,[35294],[0.006185],0.006185
1826,1,[14124],[0.00054],0.00054
1827,1,[23925],[0.001125],0.001125
1828,1,[34369],[0.011231],0.011231
1829,1,[20313],[0.7637],0.7637
1830,1,[43777],[0.54216475],0.54216475
1831,1,[30531],[0.00836071],0.00836071
1832,1,[35952],[0.001],0.001
1833,1,[34581],[0.000715],0.000715
1834,1,[34050],[0.0009568],0.0009568
1835,1,[47949],[0.000504],0.000504
1836,1,[24371],[0.001],0.001
1837,1,[18435],[0.00816903],0.00816903
1838,1,[24035],[0.00056],0.00056
1839,1,[34420],[0.06],0.06
1840,2,"[34301, 47181]","[0.001252, 0.0035158]",0.0047678
1841,1,[44316],[1.276e-05],1.276e-05
1842,1,[20578],[0.00891],0.00891
1843,1,[17703],[0.000611],0.000611
1844,1,[41904],[0.0001],0.0001
1845,1,[37450],[0.007449],0.007449
1846,1,[19003],[0.00058347],0.00058347
1847,1,[38993],[0.001125],0.001125
1848,1,[36485],[0.001125],0.001125
1849,2,"[17422, 20915]","[0.000646, 6.74e-06]",0.00065274
1850,1,[37049],[0.08764034],0.08764034
1851,1,[35462],[0.006235],0.006235
1852,1,[17790],[0.03],0.03
1853,1,[40012],[0.00105],0.00105
1854,1,[2116],[0.001125],0.001125
1855,1,[35399],[0.000601],0.000601
1856,1,[35500],[0.27],0.27
1857,2,"[34441, 35225]","[0.162957, 0.01]",0.172957
1858,1,[17439],[0.020912],0.020912
1859,1,[46630],[0.0009568],0.0009568
1860,1,[37049],[0.08764034],0.08764034
1861,1,[44818],[0.1728],0.1728
1862,1,[20353],[0.6842],0.6842
1863,1,[34483],[0.09],0.09
1864,1,[17093],[0.0009958],0.0009958
1865,1,[17706],[0.001125],0.001125
1866,1,[17154],[0.00015121],0.00015121
1867,1,[47810],[0.0009568],0.0009568
1868,1,[37177],[0.006222],0.006222
1869,1,[19845],[5.08e-06],5.08e-06
1870,1,[19418],[0.020912],0.020912
1871,1,[17839],[0.001125],0.001125
1872,2,"[18535, 18535]","[0.006904, 0.006904]",0.013808
1873,1,[16968],[2.5891],2.5891
1874,1,[35298],[0.006],0.006
1875,1,[24453],[7.64e-06],7.64e-06
1876,1,[34812],[5.08e-06],5.08e-06
1877,1,[23947],[0.00345244],0.00345244
1878,1,[1102],[0.00057134],0.00057134
1879,1,[14511],[0.00094812],0.00094812
1880,1,[16955],[1.276e-05],1.276e-05
1881,1,[39839],[0.00054],0.00054
1882,2,"[34115, 35221]","[0.000988, 7.423e-05]",0.00106223
1883,1,[48396],[0.43168],0.43168
1884,1,[32664],[1.471046],1.471046
1885,1,[26955],[0.0035158],0.0035158
1886,1,[48230],[0.097],0.097
1887,2,"[34137, 34369]","[7.423e-05, 0.011231]",0.01130523
1888,1,[18012],[0.00296],0.00296
1889,1,[45697],[0.05625],0.05625
1890,1,[4129],[0.001125],0.001125
1891,1,[17154],[0.00015121],0.00015121
1892,1,[34100],[0.0009568],0.0009568
1893,1,[26632],[0.002775],0.002775
1894,1,[34778],[0.000104],0.000104
1895,1,[24474],[0.0009539],0.0009539
1896,1,[37153],[9e-06],9e-06
1897,1,[40438],[0.00112],0.00112
1898,1,[37151],[0.10494707],0.10494707
1899,1,[37945],[0.0009568],0.0009568
1900,1,[23308],[0.001125],0.001125
1901,1,[19907],[0.006222],0.006222
1902,1,[20673],[0.214957],0.214957
1903,1,[23841],[0.006222],0.006222
1904,1,[34335],[0.0009568],0.0009568
1905,1,[20641],[0.000525],0.000525
1906,1,[34112],[0.00056],0.00056
1907,1,[27321],[0.0009568],0.0009568
1908,1,[34579],[0.020912],0.020912
1909,1,[47294],[0.001108],0.001108
1910,1,[17391],[0.000601],0.000601
1911,2,"[49097, 17390]","[0.004576, 0.00076]",0.0053360000000000005
1912,3,"[36688, 48067, 4723]","[0.00066681, 6.135e-05, 0.0009568]",0.00168496
1913,1,[46659],[0.00345244],0.00345244
1914,1,[35221],[7.423e-05],7.423e-05
1915,1,[23308],[0.001125],0.001125
1916,2,"[34742, 11805]","[0.006729, 0.000104]",0.006833
1917,1,[24415],[0.070148],0.070148
1918,1,[51045],[0.050449],0.050449
1919,1,[20196],[0.119167],0.119167
1920,2,"[20232, 17762]","[0.7943, 0.03619]",0.83049
1921,1,[3343],[0.24423917],0.24423917
1922,1,[30213],[0.071824],0.071824
1923,1,[34296],[0.0009568],0.0009568
1924,1,[34813],[0.000298],0.000298
1925,1,[47340],[0.0321],0.0321
1926,2,"[16959, 34488]","[0.055758, 0.006222]",0.06198
1927,1,[8492],[0.001],0.001
1928,1,[17358],[0.0001],0.0001
1929,1,[18650],[0.32916],0.32916
1930,1,[21568],[0.0009568],0.0009568
1931,1,[17808],[0.103],0.103
1932,1,[34742],[0.006729],0.006729
1933,1,[19520],[0.011231],0.011231
1934,1,[24466],[0.3],0.3
1935,1,[24335],[0.0001],0.0001
1936,1,[17131],[0.0018891],0.0018891
1937,1,[5686],[0.02254992],0.02254992
1938,1,[35400],[0.071824],0.071824
1939,1,[1441],[0.000646],0.000646
1940,1,[47679],[0.00816903],0.00816903
1941,1,[23946],[0.00056],0.00056
1942,1,[51046],[7.64e-06],7.64e-06
1943,1,[35050],[0.0009568],0.0009568
1944,1,[34425],[0.0009958],0.0009958
1945,1,[9682],[0.00054],0.00054
1946,2,"[24342, 47016]","[0.008536, 0.001125]",0.009661
1947,1,[24131],[0.025238],0.025238
1948,1,[17397],[0.0009323],0.0009323
1949,1,[40918],[0.001125],0.001125
1950,1,[47287],[0.001],0.001
1951,1,[34382],[1.6],1.6
1952,1,[46054],[0.000698],0.000698
1953,1,[35297],[0.00430529],0.00430529
1954,1,[35622],[0.0009568],0.0009568
1955,2,"[20673, 45713]","[0.214957, 0.001]",0.215957
1956,1,[36022],[0.06],0.06
1957,1,[50532],[5.549e-05],5.549e-05
1958,1,[40436],[0.000216],0.000216
1959,1,[33929],[0.118],0.118
1960,1,[2682],[0.04],0.04
1961,1,[44833],[5.842e-05],5.842e-05
1962,1,[35952],[0.001],0.001
1963,1,[20190],[0.461433],0.461433
1964,1,[47117],[0.00362],0.00362
1965,2,"[12366, 34484]","[0.01842676, 0.0194]",0.03782676
1966,1,[1830],[0.0009568],0.0009568
1967,1,[18667],[1.278972],1.278972
1968,1,[3446],[0.001125],0.001125
1969,1,[21800],[0.00036],0.00036
1970,1,[34768],[0.000603],0.000603
1971,1,[34098],[0.031255],0.031255
1972,1,[34111],[0.006222],0.006222
1973,1,[35365],[0.223125],0.223125
1974,1,[37529],[0.81],0.81
1975,1,[37189],[0.00084832],0.00084832
1976,1,[24335],[0.0001],0.0001
1977,1,[17387],[0.0001],0.0001
1978,1,[17387],[0.0001],0.0001
1979,1,[37184],[0.00093499],0.00093499
1980,1,[16944],[0.006235],0.006235
1981,1,[17664],[0.0009958],0.0009958
1982,1,[47117],[0.00362],0.00362
1983,2,"[17206, 4315]","[0.02987, 0.000112]",0.029982
1984,10,"[37535, 39507, 23684, 41794, 34043, 47810, 18596, 37945, 6259, 37583]","[0.028782, 0.18921641, 0.003157, 0.0009568, 0.066485, 0.0009568, 1e-06, 0.0009568, 1.35e-05, 0.004511]",0.2950363099999999
1985,1,[20619],[0.0009568],0.0009568
1986,1,[17778],[0.723],0.723
1987,1,[37450],[0.007449],0.007449
1988,1,[17735],[0.0009568],0.0009568
1989,1,[19024],[0.006235],0.006235
1990,1,[39544],[0.57174],0.57174
1991,1,[34112],[0.00056],0.00056
1992,1,[24356],[0.00449],0.00449
1993,1,[48933],[0.113],0.113
1994,2,"[37188, 348]","[0.01, 0.0004788]",0.0104788
1995,1,[34386],[5.08e-06],5.08e-06
1996,1,[34768],[0.000603],0.000603
1997,1,[34369],[0.011231],0.011231
1998,1,[34620],[0.097],0.097
1999,1,[40235],[0.001125],0.001125
2000,1,[34388],[1.35e-05],1.35e-05
2001,1,[49697],[0.15],0.15
2002,1,[20311],[0.001],0.001
2003,1,[47212],[0.001826],0.001826
2004,1,[34095],[0.00345244],0.00345244
2005,1,[6099],[1.171146],1.171146
2006,1,[23534],[0.031977],0.031977
2007,1,[47681],[0.001125],0.001125
2008,1,[35298],[0.006],0.006
2009,1,[34742],[0.006729],0.006729
2010,1,[17183],[0.000166],0.000166
2011,1,[21701],[0.025285],0.025285
2012,2,"[34560, 50000]","[0.001617, 0.214957]",0.21657400000000002
2013,1,[24113],[0.026416],0.026416
2014,1,[44048],[0.0009568],0.0009568
2015,1,[17387],[0.0001],0.0001
2016,1,[34581],[0.000715],0.000715
2017,1,[39940],[0.27],0.27
2018,1,[16578],[0.0009568],0.0009568
2019,1,[34742],[0.006729],0.006729
2020,1,[19668],[0.025238],0.025238
2021,1,[34820],[0.08],0.08
2022,2,"[34438, 47305]","[0.000611, 7.31e-06]",0.00061831
2023,1,[41789],[0.22019],0.22019
2024,1,[35191],[0.00057134],0.00057134
2025,1,[34111],[0.006222],0.006222
2026,1,[34069],[0.009683],0.009683
2027,1,[30531],[0.00836071],0.00836071
2028,2,"[16981, 4048]","[0.07246864, 0.001235]",0.07370364
2029,1,[19488],[0.017281],0.017281
2030,1,[34267],[0.556999],0.556999
2031,1,[23853],[0.02070027],0.02070027
2032,1,[37737],[3.4e-05],3.4e-05
2033,1,[40034],[0.081744],0.081744
2034,1,[17534],[0.001254],0.001254
2035,1,[14835],[0.0170786],0.0170786
2036,1,[47786],[0.0590337],0.0590337
2037,1,[199],[0.093329],0.093329
2038,1,[46966],[0.00112],0.00112
2039,1,[39249],[0.000298],0.000298
2040,1,[34566],[0.343217],0.343217
2041,1,[47219],[1.276e-05],1.276e-05
2042,2,"[16972, 22335]","[0.000603, 0.01842676]",0.01902976
2043,3,"[34061, 34324, 34568]","[0.072, 0.00108, 0.54717]",0.6202500000000001
2044,1,[47786],[0.0590337],0.0590337
2045,1,[24355],[0.076162],0.076162
2046,1,[20653],[0.2293869],0.2293869
2047,1,[37730],[0.001125],0.001125
2048,2,"[34112, 20280]","[0.00056, 0.3885]",0.38906
2049,1,[39893],[0.134097],0.134097
2050,1,[1086],[0.022503],0.022503
2051,1,[29978],[0.0010908],0.0010908
2052,4,"[8367, 47259, 23924, 34483]","[0.000611, 0.003772, 0.001, 0.09]",0.095383
2053,1,[34469],[0.0009568],0.0009568
2054,1,[19641],[0.06180017],0.06180017
2055,1,[34754],[0.00105],0.00105
2056,1,[32996],[0.056515],0.056515
2057,1,[23841],[0.006222],0.006222
2058,1,[34566],[0.343217],0.343217
2059,1,[44243],[0.00863],0.00863
2060,1,[34438],[0.000611],0.000611
2061,1,[34372],[0.091557],0.091557
2062,2,"[18537, 34386]","[0.0009958, 5.08e-06]",0.00100088
2063,1,[46705],[0.014047],0.014047
2064,1,[21425],[0.0009568],0.0009568
2065,1,[14627],[0.163],0.163
2066,1,[39597],[0.0009568],0.0009568
2067,1,[27807],[0.01440517],0.01440517
2068,1,[17272],[0.384],0.384
2069,1,[23723],[0.050597],0.050597
2070,1,[35365],[0.223125],0.223125
2071,1,[21234],[3e-05],3e-05
2072,1,[34744],[0.0192],0.0192
2073,1,[24356],[0.00449],0.00449
2074,1,[47287],[0.001],0.001
2075,1,[47092],[0.141674],0.141674
2076,2,"[40021, 35462]","[0.0009568, 0.006235]",0.0071918
2077,1,[23248],[0.0018891],0.0018891
2078,1,[24356],[0.00449],0.00449
2079,1,[8360],[0.0009568],0.0009568
2080,1,[37520],[0.1277],0.1277
2081,1,[1400],[0.007474],0.007474
2082,1,[963],[0.0001],0.0001
2083,1,[40682],[0.03508897],0.03508897
2084,1,[34742],[0.006729],0.006729
2085,1,[47240],[2.56986114],2.56986114
2086,1,[34425],[0.0009958],0.0009958
2087,1,[27321],[0.0009568],0.0009568
2088,1,[27270],[0.000676],0.000676
2089,4,"[17120, 35032, 40889, 20673]","[0.0001, 0.02298751, 0.020912, 0.214957]",0.25895651000000003
2090,1,[17387],[0.0001],0.0001
2091,1,[14229],[0.00996],0.00996
2092,1,[48355],[0.1277],0.1277
2093,1,[35693],[0.384],0.384
2094,1,[46865],[0.001617],0.001617
2095,2,"[30, 24335]","[0.002975, 0.0001]",0.003075
2096,1,[35394],[0.001],0.001
2097,1,[17537],[0.000373],0.000373
2098,1,[5476],[0.003868],0.003868
2099,1,[46340],[0.001125],0.001125
2100,1,[17214],[0.020912],0.020912
2101,1,[24338],[0.723],0.723
2102,1,[16996],[0.00345244],0.00345244
2103,1,[34333],[0.29626047],0.29626047
2104,1,[23292],[0.00642],0.00642
2105,1,[36014],[6.883e-05],6.883e-05
2106,2,"[16972, 34552]","[0.000603, 0.00105]",0.001653
2107,1,[2736],[1.379e-05],1.379e-05
2108,1,[3198],[0.001],0.001
2109,4,"[34579, 21037, 37645, 37452]","[0.020912, 0.0009568, 0.006222, 0.074915]",0.1030058
2110,1,[16944],[0.006235],0.006235
2111,1,[17259],[0.001125],0.001125
2112,1,[47240],[2.56986114],2.56986114
2113,1,[34389],[0.00642],0.00642
2114,2,"[20566, 14263]","[0.005537, 0.001254]",0.006791
2115,1,[34742],[0.006729],0.006729
2116,1,[47117],[0.00362],0.00362
2117,1,[17186],[0.39698326],0.39698326
2118,1,[2556],[0.08],0.08
2119,10,"[13896, 47943, 48006, 15169, 17737, 17749, 34420, 34581, 17694, 37538]","[0.223125, 0.0009568, 0.000611, 0.03795953, 0.018925, 0.001125, 0.06, 0.000715, 1.29, 0.001826]",1.6352433300000002
2120,1,[27452],[0.028059],0.028059
2121,1,[47162],[0.01123219],0.01123219
2122,1,[34319],[0.8],0.8
2123,1,[41642],[0.0001],0.0001
2124,1,[46284],[0.00345244],0.00345244
2125,1,[17092],[0.0009568],0.0009568
2126,1,[47785],[0.00712041],0.00712041
2127,1,[14627],[0.163],0.163
2128,1,[30213],[0.071824],0.071824
2129,1,[17387],[0.0001],0.0001
2130,1,[34028],[0.0263],0.0263
2131,1,[20390],[1.181],1.181
2132,1,[18753],[0.0053929],0.0053929
2133,1,[24035],[0.00056],0.00056
2134,1,[27735],[0.0263],0.0263
2135,1,[37158],[0.0009568],0.0009568
2136,1,[34742],[0.006729],0.006729
2137,1,[34566],[0.343217],0.343217
2138,1,[37584],[1.555],1.555
2139,1,[19389],[0.043661],0.043661
2140,1,[20752],[0.30705],0.30705
2141,1,[34742],[0.006729],0.006729
2142,1,[37583],[0.004511],0.004511
2143,1,[16974],[0.00093183],0.00093183
2144,1,[42633],[0.79],0.79
2145,1,[20012],[0.012365],0.012365
2146,1,[34483],[0.09],0.09
2147,1,[34433],[0.027193],0.027193
2148,1,[23675],[0.0009568],0.0009568
2149,1,[40050],[0.050597],0.050597
2150,1,[20279],[0.006755],0.006755
2151,1,[37452],[0.074915],0.074915
2152,1,[19880],[1.12],1.12
2153,1,[20278],[0.00214414],0.00214414
2154,1,[44813],[0.001125],0.001125
2155,4,"[34389, 34579, 18715, 34582]","[0.00642, 0.020912, 0.002568, 0.00094812]",0.030848120000000003
2156,1,[34274],[0.031977],0.031977
2157,1,[47018],[0.001125],0.001125
2158,1,[40316],[0.0009568],0.0009568
2159,1,[17492],[0.001],0.001
2160,1,[20079],[0.0009568],0.0009568
2161,1,[37429],[0.000322],0.000322
2162,1,[18164],[0.006222],0.006222
2163,1,[47945],[0.0009568],0.0009568
2164,1,[17705],[0.78],0.78
2165,1,[17154],[0.00015121],0.00015121
2166,1,[17737],[0.018925],0.018925
2167,1,[47939],[0.006157],0.006157
2168,1,[2476],[0.0009568],0.0009568
2169,1,[34581],[0.000715],0.000715
2170,2,"[24415, 37153]","[0.070148, 9e-06]",0.070157
2171,1,[37051],[0.141674],0.141674
2172,1,[24342],[0.008536],0.008536
2173,1,[24371],[0.001],0.001
2174,1,[24378],[7.64e-06],7.64e-06
2175,1,[45153],[0.0009568],0.0009568
2176,1,[47259],[0.003772],0.003772
2177,1,[36485],[0.001125],0.001125
2178,1,[23],[0.10157854],0.10157854
2179,1,[41915],[0.001841],0.001841
2180,2,"[840, 18704]","[0.006222, 0.06184496]",0.06806696
2181,1,[35365],[0.223125],0.223125
2182,1,[47117],[0.00362],0.00362
2183,1,[47340],[0.0321],0.0321
2184,1,[16972],[0.000603],0.000603
2185,1,[17841],[0.62437233],0.62437233
2186,1,[24471],[0.21735],0.21735
2187,1,[3176],[0.01],0.01
2188,1,[51351],[0.003914],0.003914
2189,1,[19497],[0.234],0.234
2190,1,[33118],[0.009296],0.009296
2191,1,[21323],[0.0004],0.0004
2192,1,[39528],[0.3],0.3
2193,1,[35223],[0.00516],0.00516
2194,1,[47785],[0.00712041],0.00712041
2195,1,[17482],[0.178748],0.178748
2196,1,[38993],[0.001125],0.001125
2197,1,[37151],[0.10494707],0.10494707
2198,1,[35254],[0.000474],0.000474
2199,1,[40765],[0.00642],0.00642
2200,1,[18535],[0.006904],0.006904
2201,1,[37386],[0.0001],0.0001
2202,1,[34369],[0.011231],0.011231
2203,2,"[41033, 37487]","[0.052, 0.001]",0.053
2204,1,[20079],[0.0009568],0.0009568
2205,1,[15236],[0.0062613],0.0062613
2206,1,[47201],[0.086225],0.086225
