,Numero_de_Productos_Ordenados,ID,Lista_de_Volumenes_de_Productos,Volumen_Total
0,1,[17207],[0.67973333],0.67973333
1,1,[46277],[0.00035347],0.00035347
2,1,[17197],[0.007783],0.007783
3,1,[34560],[0.001617],0.001617
4,1,[17385],[0.00071],0.00071
5,1,[23292],[0.00642],0.00642
6,1,[34534],[1.276e-05],1.276e-05
7,1,[17154],[0.00015121],0.00015121
8,1,[17696],[5.6e-05],5.6e-05
9,1,[40681],[0.30598365],0.30598365
10,1,[46008],[0.03795953],0.03795953
11,1,[17717],[0.055],0.055
12,1,[47052],[0.008924],0.008924
13,1,[2465],[0.05145],0.05145
14,1,[17395],[0.0009568],0.0009568
15,1,[20361],[0.08],0.08
16,1,[35096],[0.0035158],0.0035158
17,1,[34299],[0.0009568],0.0009568
18,1,[23259],[0.21735],0.21735
19,1,[14511],[0.00094812],0.00094812
20,1,[17233],[0.00053478],0.00053478
21,1,[27071],[0.02],0.02
22,1,[46288],[0.00105],0.00105
23,1,[45544],[0.0015],0.0015
24,1,[25011],[0.18921641],0.18921641
25,1,[42629],[0.02254992],0.02254992
26,1,[23669],[0.061],0.061
27,1,[11737],[0.00642],0.00642
28,1,[34560],[0.001617],0.001617
29,1,[17165],[0.0009568],0.0009568
30,1,[34116],[0.001125],0.001125
31,1,[24335],[0.0001],0.0001
32,2,"[2346, 39482]","[0.000988, 0.013735]",0.014723
33,1,[34355],[0.7637],0.7637
34,1,[34742],[0.006729],0.006729
35,1,[41647],[0.0010862],0.0010862
36,1,[18368],[0.0035158],0.0035158
37,1,[34742],[0.006729],0.006729
38,1,[39960],[0.0503],0.0503
39,1,[39574],[0.040125],0.040125
40,1,[20750],[0.00066681],0.00066681
41,1,[34058],[0.0009568],0.0009568
42,1,[2489],[0.375984],0.375984
43,1,[20673],[0.214957],0.214957
44,1,[41461],[0.09],0.09
45,1,[17183],[0.000166],0.000166
46,1,[30222],[0.028782],0.028782
47,1,[29876],[0.0009568],0.0009568
48,1,[17101],[0.001],0.001
49,1,[34552],[0.00105],0.00105
50,1,[37749],[0.134097],0.134097
51,1,[23343],[0.0009568],0.0009568
52,1,[17387],[0.0001],0.0001
53,1,[20314],[0.002205],0.002205
54,1,[23248],[0.0018891],0.0018891
55,1,[21536],[0.006235],0.006235
56,2,"[24116, 43801]","[0.071824, 0.134097]",0.205921
57,1,[34369],[0.011231],0.011231
58,1,[46966],[0.00112],0.00112
59,1,[34028],[0.0263],0.0263
60,1,[35952],[0.001],0.001
61,1,[23624],[0.103],0.103
62,1,[2611],[0.00037816],0.00037816
63,1,[40998],[0.001],0.001
64,1,[36063],[0.79],0.79
65,1,[17244],[0.011129],0.011129
66,1,[17233],[0.00053478],0.00053478
67,1,[24337],[6.135e-05],6.135e-05
68,1,[16974],[0.00093183],0.00093183
69,1,[39839],[0.00054],0.00054
70,1,[34703],[0.0009539],0.0009539
71,3,"[20673, 16972, 44575]","[0.214957, 0.000603, 0.0009958]",0.2165558
72,1,[35500],[0.27],0.27
73,1,[40519],[0.06],0.06
74,1,[37591],[0.001],0.001
75,1,[48232],[0.00105],0.00105
76,1,[27321],[0.0009568],0.0009568
77,1,[47340],[0.0321],0.0321
78,1,[47681],[0.001125],0.001125
79,1,[41246],[0.001],0.001
80,1,[34321],[0.0009568],0.0009568
81,1,[17386],[0.021952],0.021952
82,1,[371],[0.07844938],0.07844938
83,1,[17482],[0.178748],0.178748
84,1,[2116],[0.001125],0.001125
85,1,[20458],[0.05301],0.05301
86,1,[17147],[0.52040364],0.52040364
87,1,[17259],[0.001125],0.001125
88,1,[34568],[0.54717],0.54717
89,1,[34296],[0.0009568],0.0009568
90,1,[29752],[0.002568],0.002568
91,1,[44291],[0.002554],0.002554
92,1,[19981],[0.03232226],0.03232226
93,1,[17439],[0.020912],0.020912
94,1,[47671],[0.001125],0.001125
95,2,"[40432, 17661]","[0.050449, 0.0009568]",0.0514058
96,1,[16972],[0.000603],0.000603
97,1,[12488],[0.000298],0.000298
98,1,[34321],[0.0009568],0.0009568
99,1,[26622],[0.01],0.01
100,1,[17154],[0.00015121],0.00015121
101,1,[34742],[0.006729],0.006729
102,1,[47355],[0.055245],0.055245
103,1,[37349],[0.10884],0.10884
104,1,[16944],[0.006235],0.006235
105,1,[48227],[0.002554],0.002554
106,1,[20672],[0.014321],0.014321
107,1,[46659],[0.00345244],0.00345244
108,1,[27321],[0.0009568],0.0009568
109,1,[17428],[0.30705],0.30705
110,1,[34369],[0.011231],0.011231
111,1,[48212],[0.0114272],0.0114272
112,1,[48296],[0.036828],0.036828
113,1,[2867],[0.00054],0.00054
114,1,[41916],[0.49558119],0.49558119
115,1,[12966],[0.001252],0.001252
116,1,[18367],[0.00642],0.00642
117,1,[34320],[0.178748],0.178748
118,1,[46817],[0.04576],0.04576
119,1,[34266],[0.24861992],0.24861992
120,1,[34331],[0.0702768],0.0702768
121,1,[40436],[0.000216],0.000216
122,1,[17093],[0.0009958],0.0009958
123,1,[34028],[0.0263],0.0263
124,1,[2705],[0.00061861],0.00061861
125,1,[38187],[0.10649221],0.10649221
126,1,[17512],[0.000611],0.000611
127,1,[43296],[0.001],0.001
128,1,[47181],[0.0035158],0.0035158
129,1,[41904],[0.0001],0.0001
130,1,[37188],[0.01],0.01
131,1,[18667],[1.278972],1.278972
132,1,[43049],[0.007474],0.007474
133,1,[34055],[0.000611],0.000611
134,1,[34422],[3.4e-05],3.4e-05
135,1,[35030],[0.028782],0.028782
136,1,[20396],[1e-06],1e-06
137,1,[17427],[0.0321],0.0321
138,1,[16955],[1.276e-05],1.276e-05
139,1,[36639],[0.000603],0.000603
140,1,[48157],[0.028782],0.028782
141,1,[17658],[0.0009568],0.0009568
142,1,[23292],[0.00642],0.00642
143,1,[40769],[0.00112],0.00112
144,1,[18702],[0.3],0.3
145,1,[17678],[0.0009568],0.0009568
146,1,[1207],[0.1815],0.1815
147,1,[34039],[0.06],0.06
148,1,[17186],[0.39698326],0.39698326
149,1,[19023],[0.0009568],0.0009568
150,1,[17302],[0.01153],0.01153
151,1,[17154],[0.00015121],0.00015121
152,1,[40758],[8e-06],8e-06
153,1,[18367],[0.00642],0.00642
154,1,[43757],[0.001125],0.001125
155,1,[34735],[0.001125],0.001125
156,1,[22310],[0.00052922],0.00052922
157,1,[22356],[0.00056],0.00056
158,1,[37266],[0.0035606],0.0035606
159,1,[17257],[0.001125],0.001125
160,1,[17128],[0.00035347],0.00035347
161,1,[18480],[0.0009323],0.0009323
162,1,[17186],[0.39698326],0.39698326
163,1,[36022],[0.06],0.06
164,1,[33562],[0.006755],0.006755
165,1,[34324],[0.00108],0.00108
166,1,[18535],[0.006904],0.006904
167,1,[19250],[1.99605],1.99605
168,1,[40445],[0.061],0.061
169,1,[35258],[0.005242],0.005242
170,1,[47259],[0.003772],0.003772
171,1,[37482],[5e-06],5e-06
172,1,[17704],[0.0009568],0.0009568
173,1,[17165],[0.0009568],0.0009568
174,1,[48252],[0.0001],0.0001
175,1,[47949],[0.000504],0.000504
176,1,[17474],[0.00712],0.00712
177,1,[23343],[0.0009568],0.0009568
178,1,[47659],[0.001],0.001
179,1,[34816],[0.000792],0.000792
180,1,[34425],[0.0009958],0.0009958
181,1,[34111],[0.006222],0.006222
182,1,[32277],[0.0009568],0.0009568
183,1,[37118],[0.00094812],0.00094812
184,1,[34116],[0.001125],0.001125
185,1,[50830],[0.0001],0.0001
186,1,[41246],[0.001],0.001
187,1,[34311],[0.1342],0.1342
188,1,[37583],[0.004511],0.004511
189,1,[46008],[0.03795953],0.03795953
190,1,[34068],[5.08e-06],5.08e-06
191,1,[20575],[0.3025],0.3025
192,1,[2556],[0.08],0.08
193,1,[38993],[0.001125],0.001125
194,1,[24324],[1.11],1.11
195,1,[18595],[0.001125],0.001125
196,1,[37049],[0.08764034],0.08764034
197,1,[17709],[0.00345244],0.00345244
198,1,[16955],[1.276e-05],1.276e-05
199,1,[41054],[0.0590337],0.0590337
200,1,[17435],[0.0001],0.0001
201,1,[47212],[0.001826],0.001826
202,1,[16077],[1.46259],1.46259
203,1,[47340],[0.0321],0.0321
204,1,[17422],[0.000646],0.000646
205,1,[35463],[0.0006731],0.0006731
206,1,[39250],[0.3885],0.3885
207,1,[17387],[0.0001],0.0001
208,1,[24466],[0.3],0.3
209,1,[41903],[0.0483],0.0483
210,1,[35399],[0.000601],0.000601
211,1,[17193],[0.9363],0.9363
212,1,[24371],[0.001],0.001
213,1,[18144],[0.00105],0.00105
214,1,[29863],[0.001],0.001
215,1,[34579],[0.020912],0.020912
216,1,[23947],[0.00345244],0.00345244
217,1,[18037],[0.000852],0.000852
218,1,[17223],[0.00053854],0.00053854
219,1,[34324],[0.00108],0.00108
220,1,[48218],[0.655312],0.655312
221,1,[2453],[0.27],0.27
222,1,[37189],[0.00084832],0.00084832
223,1,[20457],[0.10494707],0.10494707
224,1,[41591],[0.56],0.56
225,3,"[35401, 41915, 16983]","[0.001, 0.001841, 0.031977]",0.034818
226,1,[17144],[0.00037816],0.00037816
227,1,[17808],[0.103],0.103
228,1,[17431],[0.001826],0.001826
229,1,[23913],[0.48],0.48
230,1,[34296],[0.0009568],0.0009568
231,1,[18038],[0.00345244],0.00345244
232,1,[41647],[0.0010862],0.0010862
233,1,[36482],[0.001],0.001
234,1,[34025],[0.0062613],0.0062613
235,1,[37153],[9e-06],9e-06
236,1,[35050],[0.0009568],0.0009568
237,1,[49420],[0.019193],0.019193
238,1,[24466],[0.3],0.3
239,1,[36102],[0.00430529],0.00430529
240,1,[51246],[0.053006],0.053006
241,1,[32225],[0.06],0.06
242,1,[4129],[0.001125],0.001125
243,1,[34568],[0.54717],0.54717
244,1,[20428],[0.001],0.001
245,1,[37730],[0.001125],0.001125
246,1,[34581],[0.000715],0.000715
247,1,[2878],[0.00094812],0.00094812
248,1,[17235],[0.00058347],0.00058347
249,1,[16981],[0.07246864],0.07246864
250,1,[17272],[0.384],0.384
251,1,[19023],[0.0009568],0.0009568
252,1,[37529],[0.81],0.81
253,2,"[37945, 2556]","[0.0009568, 0.08]",0.0809568
254,1,[34371],[0.013735],0.013735
255,1,[34742],[0.006729],0.006729
256,1,[48445],[0.2293869],0.2293869
257,1,[29259],[0.005242],0.005242
258,1,[35622],[0.0009568],0.0009568
259,1,[40789],[1.1983904],1.1983904
260,1,[34433],[0.027193],0.027193
261,1,[34274],[0.031977],0.031977
262,1,[34742],[0.006729],0.006729
263,1,[17193],[0.9363],0.9363
264,1,[41373],[0.03232226],0.03232226
265,1,[34415],[0.028782],0.028782
266,1,[35294],[0.006185],0.006185
267,1,[34386],[5.08e-06],5.08e-06
268,1,[2460],[0.000456],0.000456
269,1,[37645],[0.006222],0.006222
270,1,[34387],[0.00434296],0.00434296
271,1,[35693],[0.384],0.384
272,1,[34816],[0.000792],0.000792
273,1,[35397],[0.055245],0.055245
274,1,[34718],[0.002775],0.002775
275,1,[34589],[6.75e-06],6.75e-06
276,1,[16968],[2.5891],2.5891
277,1,[20353],[0.6842],0.6842
278,1,[17302],[0.01153],0.01153
279,1,[34420],[0.06],0.06
280,1,[37452],[0.074915],0.074915
281,1,[34515],[0.17753],0.17753
282,1,[36045],[0.001],0.001
283,1,[34568],[0.54717],0.54717
284,1,[40848],[0.0015],0.0015
285,1,[47287],[0.001],0.001
286,1,[34568],[0.54717],0.54717
287,1,[18266],[3.4e-05],3.4e-05
288,1,[35294],[0.006185],0.006185
289,1,[46054],[0.000698],0.000698
290,1,[47162],[0.01123219],0.01123219
291,1,[40769],[0.00112],0.00112
292,1,[34742],[0.006729],0.006729
293,1,[16971],[0.002956],0.002956
294,1,[35255],[3.4e-05],3.4e-05
295,1,[39533],[0.6842],0.6842
296,1,[34686],[0.3325],0.3325
297,1,[8295],[0.001],0.001
298,1,[17517],[0.7637],0.7637
299,1,[23259],[0.21735],0.21735
300,1,[33462],[0.039855],0.039855
301,1,[24338],[0.723],0.723
302,1,[47840],[0.01],0.01
303,1,[17140],[6.135e-05],6.135e-05
304,1,[20176],[0.0009568],0.0009568
305,1,[34741],[0.031977],0.031977
306,1,[24335],[0.0001],0.0001
307,1,[38993],[0.001125],0.001125
308,1,[34068],[5.08e-06],5.08e-06
309,1,[34694],[0.007449],0.007449
310,1,[20314],[0.002205],0.002205
311,1,[27460],[0.031977],0.031977
312,1,[40380],[0.001125],0.001125
313,1,[17704],[0.0009568],0.0009568
314,1,[49956],[0.05602683],0.05602683
315,1,[8295],[0.001],0.001
316,1,[20361],[0.08],0.08
317,1,[37219],[0.011389],0.011389
318,1,[35318],[0.081744],0.081744
319,1,[34813],[0.000298],0.000298
320,1,[16972],[0.000603],0.000603
321,2,"[34030, 20618]","[1.379e-05, 0.01842676]",0.01844055
322,1,[24415],[0.070148],0.070148
323,1,[36065],[0.0070502],0.0070502
324,1,[48617],[0.000322],0.000322
325,1,[35440],[0.001],0.001
326,1,[35191],[0.00057134],0.00057134
327,1,[34425],[0.0009958],0.0009958
328,1,[49390],[0.08993931],0.08993931
329,1,[34695],[0.00093183],0.00093183
330,1,[34382],[1.6],1.6
331,1,[34742],[0.006729],0.006729
332,1,[199],[0.093329],0.093329
333,1,[46629],[0.0009568],0.0009568
334,1,[35399],[0.000601],0.000601
335,1,[34673],[1.1983904],1.1983904
336,1,[35318],[0.081744],0.081744
337,1,[34740],[0.0035158],0.0035158
338,1,[34386],[5.08e-06],5.08e-06
339,1,[34108],[0.0009568],0.0009568
340,1,[17482],[0.178748],0.178748
341,1,[34081],[0.000266],0.000266
342,2,"[34420, 46629]","[0.06, 0.0009568]",0.0609568
343,1,[47052],[0.008924],0.008924
344,1,[23291],[0.00052922],0.00052922
345,1,[17218],[0.001125],0.001125
346,1,[22266],[0.0009568],0.0009568
347,3,"[20244, 35399, 40280]","[0.00371, 0.000601, 1.737]",1.741311
348,1,[34568],[0.54717],0.54717
349,1,[18368],[0.0035158],0.0035158
350,1,[3233],[0.014749],0.014749
351,1,[37407],[0.00016],0.00016
352,1,[34248],[1.276e-05],1.276e-05
353,1,[27270],[0.000676],0.000676
354,1,[4494],[0.205264],0.205264
355,1,[20566],[0.005537],0.005537
356,1,[33462],[0.039855],0.039855
357,1,[15196],[0.01319738],0.01319738
358,4,"[34446, 34311, 3938, 35191]","[0.0007308, 0.1342, 0.0001, 0.00057134]",0.13560214
359,3,"[41647, 47119, 46563]","[0.0010862, 0.81, 0.00483702]",0.8159232200000001
360,1,[23259],[0.21735],0.21735
361,1,[17678],[0.0009568],0.0009568
362,1,[34296],[0.0009568],0.0009568
363,1,[34112],[0.00056],0.00056
364,1,[24218],[0.02464],0.02464
365,1,[17237],[0.004509],0.004509
366,1,[34465],[0.05936],0.05936
367,1,[37582],[0.02145],0.02145
368,1,[30531],[0.00836071],0.00836071
369,1,[34274],[0.031977],0.031977
370,1,[34089],[0.00863],0.00863
371,1,[48340],[0.232],0.232
372,1,[17197],[0.007783],0.007783
373,1,[23723],[0.050597],0.050597
374,1,[17154],[0.00015121],0.00015121
375,1,[35074],[0.028782],0.028782
376,1,[20363],[0.010036],0.010036
377,1,[34115],[0.000988],0.000988
378,1,[18704],[0.06184496],0.06184496
379,1,[37635],[0.356409],0.356409
380,1,[20232],[0.7943],0.7943
381,1,[48227],[0.002554],0.002554
382,1,[44970],[0.006222],0.006222
383,1,[40574],[0.001],0.001
384,1,[19649],[0.003434],0.003434
385,1,[20541],[0.00054033],0.00054033
386,1,[26974],[0.02],0.02
387,1,[24035],[0.00056],0.00056
388,1,[39722],[0.0009568],0.0009568
389,1,[16947],[0.7637],0.7637
390,1,[34324],[0.00108],0.00108
391,1,[23191],[0.061204],0.061204
392,2,"[48469, 41396]","[0.39698326, 0.00712041]",0.40410367
393,1,[38006],[0.013735],0.013735
394,1,[199],[0.093329],0.093329
395,1,[16699],[0.003017],0.003017
396,1,[34112],[0.00056],0.00056
397,1,[35836],[0.02],0.02
398,1,[13307],[0.0009568],0.0009568
399,1,[47292],[0.0114272],0.0114272
400,1,[37584],[1.555],1.555
401,1,[38993],[0.001125],0.001125
402,1,[50096],[0.013735],0.013735
403,1,[17841],[0.62437233],0.62437233
404,1,[29],[0.21735],0.21735
405,1,[40764],[0.00011827],0.00011827
406,1,[39940],[0.27],0.27
407,1,[34055],[0.000611],0.000611
408,1,[34324],[0.00108],0.00108
409,1,[35191],[0.00057134],0.00057134
410,1,[20361],[0.08],0.08
411,1,[24035],[0.00056],0.00056
412,1,[37051],[0.141674],0.141674
413,1,[16944],[0.006235],0.006235
414,1,[35098],[0.15],0.15
415,1,[35096],[0.0035158],0.0035158
416,1,[37538],[0.001826],0.001826
417,1,[48022],[0.39166253],0.39166253
418,1,[46454],[0.006222],0.006222
419,1,[44265],[0.001125],0.001125
420,1,[30531],[0.00836071],0.00836071
421,1,[1812],[0.009247],0.009247
422,1,[34820],[0.08],0.08
423,1,[30213],[0.071824],0.071824
424,1,[17462],[1.6028],1.6028
425,1,[41647],[0.0010862],0.0010862
426,1,[39975],[0.02254992],0.02254992
427,1,[41647],[0.0010862],0.0010862
428,1,[18037],[0.000852],0.000852
429,1,[44813],[0.001125],0.001125
430,1,[30213],[0.071824],0.071824
431,1,[37527],[0.020121],0.020121
432,1,[27940],[0.10494707],0.10494707
433,1,[17397],[0.0009323],0.0009323
434,1,[27071],[0.02],0.02
435,1,[23290],[0.526842],0.526842
436,1,[2705],[0.00061861],0.00061861
437,1,[199],[0.093329],0.093329
438,1,[45994],[0.00083164],0.00083164
439,1,[17272],[0.384],0.384
440,1,[48469],[0.39698326],0.39698326
441,1,[35318],[0.081744],0.081744
442,1,[34568],[0.54717],0.54717
443,1,[34327],[0.00108],0.00108
444,1,[35058],[0.0144],0.0144
445,1,[43482],[0.000294],0.000294
446,1,[23624],[0.103],0.103
447,1,[32002],[1e-05],1e-05
448,1,[36486],[0.020912],0.020912
449,1,[47212],[0.001826],0.001826
450,1,[17235],[0.00058347],0.00058347
451,1,[40806],[0.004511],0.004511
452,1,[34560],[0.001617],0.001617
453,1,[24335],[0.0001],0.0001
454,1,[24333],[1.46035],1.46035
455,1,[17131],[0.0018891],0.0018891
456,2,"[46817, 41643]","[0.04576, 0.0768]",0.12256
457,1,[28041],[0.00116481],0.00116481
458,1,[37386],[0.0001],0.0001
459,1,[20176],[0.0009568],0.0009568
460,1,[34100],[0.0009568],0.0009568
461,1,[39599],[0.0035606],0.0035606
462,1,[4723],[0.0009568],0.0009568
463,1,[35952],[0.001],0.001
464,1,[17235],[0.00058347],0.00058347
465,1,[24333],[1.46035],1.46035
466,3,"[12065, 34437, 47219]","[0.028782, 0.01, 1.276e-05]",0.03879476
467,1,[36018],[0.02066131],0.02066131
468,1,[18676],[0.141674],0.141674
469,1,[5452],[7.33e-06],7.33e-06
470,1,[17147],[0.52040364],0.52040364
471,1,[32690],[0.025238],0.025238
472,1,[20176],[0.0009568],0.0009568
473,1,[2306],[0.00345244],0.00345244
474,1,[47810],[0.0009568],0.0009568
475,1,[37583],[0.004511],0.004511
476,1,[39597],[0.0009568],0.0009568
477,1,[31719],[0.014848],0.014848
478,1,[35872],[0.01277],0.01277
479,1,[14627],[0.163],0.163
480,1,[23676],[0.001899],0.001899
481,4,"[44833, 48220, 35141, 34673]","[5.842e-05, 0.001, 0.05936, 1.1983904]",1.25880882
482,1,[34068],[5.08e-06],5.08e-06
483,1,[17511],[0.06218105],0.06218105
484,1,[17657],[0.526842],0.526842
485,1,[20316],[0.001125],0.001125
486,1,[24035],[0.00056],0.00056
487,2,"[17237, 34301]","[0.004509, 0.001252]",0.0057610000000000005
488,1,[20194],[0.0035606],0.0035606
489,1,[1498],[3.05],3.05
490,1,[47943],[0.0009568],0.0009568
491,1,[47340],[0.0321],0.0321
492,1,[34111],[0.006222],0.006222
493,1,[27937],[0.001817],0.001817
494,1,[34069],[0.009683],0.009683
495,1,[23947],[0.00345244],0.00345244
496,1,[34039],[0.06],0.06
497,1,[37190],[0.029526],0.029526
498,1,[47212],[0.001826],0.001826
499,1,[34387],[0.00434296],0.00434296
500,1,[17527],[0.00093183],0.00093183
501,1,[34421],[0.006222],0.006222
502,1,[47287],[0.001],0.001
503,1,[16971],[0.002956],0.002956
504,1,[17131],[0.0018891],0.0018891
505,1,[37527],[0.020121],0.020121
506,1,[34266],[0.24861992],0.24861992
507,1,[34515],[0.17753],0.17753
508,1,[1550],[0.05415562],0.05415562
509,1,[24371],[0.001],0.001
510,1,[16974],[0.00093183],0.00093183
511,1,[40953],[0.00094812],0.00094812
512,2,"[17186, 37589]","[0.39698326, 0.0009]",0.39788326
513,1,[35050],[0.0009568],0.0009568
514,1,[40235],[0.001125],0.001125
515,1,[48227],[0.002554],0.002554
516,1,[1528],[0.12096],0.12096
517,1,[24472],[0.0009568],0.0009568
518,1,[24333],[1.46035],1.46035
519,1,[41645],[0.00056],0.00056
520,2,"[37527, 17192]","[0.020121, 0.000852]",0.020973
521,1,[41086],[0.0009568],0.0009568
522,1,[1483],[0.00057134],0.00057134
523,1,[24415],[0.070148],0.070148
524,1,[16077],[1.46259],1.46259
525,1,[19023],[0.0009568],0.0009568
526,1,[34568],[0.54717],0.54717
527,1,[24467],[0.0001],0.0001
528,1,[36395],[0.01842676],0.01842676
529,1,[35260],[0.234],0.234
530,1,[34068],[5.08e-06],5.08e-06
531,1,[3430],[0.001376],0.001376
532,1,[34182],[0.0002],0.0002
533,1,[17272],[0.384],0.384
534,1,[17511],[0.06218105],0.06218105
535,1,[34324],[0.00108],0.00108
536,1,[17377],[0.008],0.008
537,1,[35129],[0.00214414],0.00214414
538,1,[47948],[0.4177379],0.4177379
539,1,[35298],[0.006],0.006
540,1,[47649],[0.005324],0.005324
541,1,[840],[0.006222],0.006222
542,1,[11710],[0.356409],0.356409
543,1,[35254],[0.000474],0.000474
544,1,[23698],[0.001125],0.001125
545,1,[17737],[0.018925],0.018925
546,1,[34111],[0.006222],0.006222
547,1,[23699],[0.05936],0.05936
548,1,[2146],[0.003868],0.003868
549,1,[34387],[0.00434296],0.00434296
550,1,[23343],[0.0009568],0.0009568
551,1,[17529],[0.001],0.001
552,1,[34392],[0.62437233],0.62437233
553,1,[39571],[1.29],1.29
554,1,[35191],[0.00057134],0.00057134
555,1,[34694],[0.007449],0.007449
556,1,[34097],[0.831],0.831
557,1,[40260],[0.43],0.43
558,1,[37190],[0.029526],0.029526
559,1,[37584],[1.555],1.555
560,1,[17482],[0.178748],0.178748
561,1,[14643],[0.128],0.128
562,1,[30052],[0.0009568],0.0009568
563,1,[48231],[0.04],0.04
564,1,[17183],[0.000166],0.000166
565,1,[2141],[0.00712041],0.00712041
566,1,[34455],[0.025238],0.025238
567,1,[34484],[0.0194],0.0194
568,1,[27838],[0.004509],0.004509
569,1,[20362],[0.001],0.001
570,1,[37158],[0.0009568],0.0009568
571,1,[48394],[0.028782],0.028782
572,1,[37177],[0.006222],0.006222
573,1,[18461],[0.00021],0.00021
574,1,[40789],[1.1983904],1.1983904
575,1,[48469],[0.39698326],0.39698326
576,1,[34568],[0.54717],0.54717
577,1,[18288],[0.00094812],0.00094812
578,1,[24335],[0.0001],0.0001
579,1,[14627],[0.163],0.163
580,1,[49405],[0.27],0.27
581,1,[41309],[0.089247],0.089247
582,1,[47294],[0.001108],0.001108
583,1,[34563],[0.526842],0.526842
584,1,[20362],[0.001],0.001
585,1,[34116],[0.001125],0.001125
586,1,[1184],[0.0009568],0.0009568
587,1,[40998],[0.001],0.001
588,1,[48249],[0.074915],0.074915
589,1,[14802],[0.001],0.001
590,1,[34312],[0.09482638],0.09482638
591,1,[2558],[0.0009568],0.0009568
592,1,[30215],[0.285304],0.285304
593,1,[21110],[0.0009568],0.0009568
594,5,"[13505, 20639, 34112, 40260, 25936]","[0.0009568, 0.05, 0.00056, 0.43, 0.000393]",0.48190979999999994
595,1,[23343],[0.0009568],0.0009568
596,1,[35658],[1.61e-05],1.61e-05
597,1,[23290],[0.526842],0.526842
598,1,[17144],[0.00037816],0.00037816
599,1,[47755],[0.000121],0.000121
600,2,"[20673, 34137]","[0.214957, 7.423e-05]",0.21503123000000002
601,1,[43735],[0.18921641],0.18921641
602,1,[34384],[0.000792],0.000792
603,1,[4723],[0.0009568],0.0009568
604,1,[20549],[0.001],0.001
605,1,[20308],[0.070148],0.070148
606,1,[47050],[0.0009958],0.0009958
607,1,[34759],[0.0009539],0.0009539
608,1,[41915],[0.001841],0.001841
609,1,[2930],[0.0009958],0.0009958
610,1,[41261],[0.00094812],0.00094812
611,1,[34061],[0.072],0.072
612,1,[24335],[0.0001],0.0001
613,1,[24035],[0.00056],0.00056
614,1,[1588],[0.0009568],0.0009568
615,1,[37158],[0.0009568],0.0009568
616,1,[41789],[0.22019],0.22019
617,1,[23602],[0.006893],0.006893
618,1,[37266],[0.0035606],0.0035606
619,1,[38006],[0.013735],0.013735
620,1,[17771],[0.060912],0.060912
621,1,[24335],[0.0001],0.0001
622,1,[22334],[0.39166253],0.39166253
623,1,[41647],[0.0010862],0.0010862
624,1,[28186],[0.17304],0.17304
625,1,[34755],[0.24885],0.24885
626,1,[20314],[0.002205],0.002205
627,1,[9941],[0.54717],0.54717
628,1,[16959],[0.055758],0.055758
629,1,[34673],[1.1983904],1.1983904
630,1,[34269],[0.001125],0.001125
631,1,[52910],[0.004511],0.004511
632,1,[35370],[0.001125],0.001125
633,1,[17186],[0.39698326],0.39698326
634,1,[48397],[0.007427],0.007427
635,1,[17482],[0.178748],0.178748
636,1,[37330],[0.014848],0.014848
637,1,[34357],[0.006624],0.006624
638,1,[40396],[0.002775],0.002775
639,1,[34336],[0.001125],0.001125
640,1,[29863],[0.001],0.001
641,1,[17420],[0.002975],0.002975
642,1,[35365],[0.223125],0.223125
643,1,[25169],[0.001125],0.001125
644,1,[28230],[8.508e-05],8.508e-05
645,1,[19641],[0.06180017],0.06180017
646,1,[34063],[0.020121],0.020121
647,1,[51319],[0.004387],0.004387
648,1,[47786],[0.0590337],0.0590337
649,1,[37529],[0.81],0.81
650,2,"[34112, 16964]","[0.00056, 0.003434]",0.003994
651,1,[23338],[0.49558119],0.49558119
652,2,"[34744, 34369]","[0.0192, 0.011231]",0.030431
653,1,[16981],[0.07246864],0.07246864
654,1,[17435],[0.0001],0.0001
655,1,[16964],[0.003434],0.003434
656,1,[35303],[0.009155],0.009155
657,1,[35089],[0.01164375],0.01164375
658,1,[34589],[6.75e-06],6.75e-06
659,1,[37374],[1.962e-05],1.962e-05
660,2,"[16972, 34446]","[0.000603, 0.0007308]",0.0013338
661,1,[47810],[0.0009568],0.0009568
662,1,[34484],[0.0194],0.0194
663,1,[35365],[0.223125],0.223125
664,1,[47296],[0.001235],0.001235
665,1,[24371],[0.001],0.001
666,1,[17177],[3e-05],3e-05
667,1,[24415],[0.070148],0.070148
668,1,[31391],[0.001],0.001
669,1,[35087],[0.193608],0.193608
670,1,[42629],[0.02254992],0.02254992
671,1,[20599],[0.013735],0.013735
672,1,[17377],[0.008],0.008
673,1,[37645],[0.006222],0.006222
674,1,[19420],[6.74e-06],6.74e-06
675,1,[19744],[0.310659],0.310659
676,1,[2558],[0.0009568],0.0009568
677,1,[37728],[0.001],0.001
678,1,[3208],[5.74e-06],5.74e-06
679,2,"[17153, 35222]","[0.537464, 0.001]",0.538464
680,1,[17259],[0.001125],0.001125
681,1,[23555],[0.03619],0.03619
682,1,[3158],[0.0009958],0.0009958
683,1,[47948],[0.4177379],0.4177379
684,1,[20641],[0.000525],0.000525
685,1,[23699],[0.05936],0.05936
686,3,"[46689, 34672, 24467]","[0.18921641, 0.0009568, 0.0001]",0.19027321
687,1,[23555],[0.03619],0.03619
688,1,[44022],[0.0009568],0.0009568
689,1,[17841],[0.62437233],0.62437233
690,1,[36085],[0.00056],0.00056
691,1,[34334],[0.02],0.02
